<name4> 中の全ての文字が英大文字かどうか	<name4> . isupper ( )	<name1> = <name2> . rsplit ( <name2> )
<name6> と <name3> の積集合を得る	<name6> . intersection ( <name3> )	<name1> = <name2> . rsplit ( <name2> )
ユーザが入力した値をリスト化し、 <name5> にする	<name5> = list ( input ( ) )	<name1> = <name2> . rsplit ( <name2> )
もし <name4> が NaN なら	if math . isnan ( <name4> ) :	<name1> = <name2> . rsplit ( <name2> )
<val1> 回だけ繰り返し処理を行う	for i in range ( <val1> ) :	<name1> = <name2> . rsplit ( <name2> )
<name3> を 0 から 9 まで 1 つずつ取り出しながら繰り返し処理を行う	for <name3> in range ( 10 ) :	<name1> = <name2> . rsplit ( <name2> )
改行	'\n'	<name1> = <name2> . rsplit ( <name2> )
<name1> の逆正弦	math . asin ( <name1> )	<name1> = <name2> . rsplit ( <name2> )
<name1> 内の小文字を大文字にする	<name1> . upper ( )	<name1> = <name2> . rsplit ( <name2> )
<name3> を <val5> とする	<name3> = <val5>	<name1> = <name2> . rsplit ( <name2> )
真	True	<name1> = <name2> . . rsplit ( <name2> )
<name5> の自然対数を見る	math . log ( <name5> )	<name1> = <name2> . rsplit ( <name2> )
<name2> を変換した文字列を <name1> とする	<name1> = str ( <name2> )	<name1> = <name2> . rsplit ( <name2> )
<name3> の <name5> 乗を <name4> で割った余りを算出する	pow ( <name3> , <name5> , <name4> )	<name1> = <name2> . rsplit ( <name2> )
<name1> をリターンする	return <name1>	<name1> = <name2> . rsplit ( <name2> )
<name2> の常用対数を <name1> とする	<name1> = math . log10 ( <name2> )	<name1> = <name2> . rsplit ( <name2> )
<name2> の順列の総数を <name6> とする	<name6> = math . perm ( <name2> )	<name1> = <name2> . rsplit ( <name2> )
<name4> からランダムに要素を <val5> つチョイスする	random . sample ( <name4> , <val5> )	<name1> . rsplit ( <name2> )
<val1> から <name2> までの <val3> つ飛ばしの数列	range ( <val1> , <name2> + <val1> , <val3> )	<name1> = <name2> . rsplit ( <name2> )
<name2> 、 <name4> 、 <name5> の最大値を算出する	max ( <name2> , <name4> , <name5> )	<name1> = <name2> . rsplit ( <name2> )
<name3> が <name1> より大きくないかどうか	not <name3> > <name1>	<name1> = <name2> . rsplit ( <name2> )
<name5> に <name4> をかけた値を <name5> に代入する	<name5> *= <name4>	<name1> = <name2> . rsplit ( <name2> )
<name1> が <name2> でない間	while <name1> != <name2> :	<name1> = <name2> . rsplit ( <name2> )
<name4> の正弦を求める	math . sin ( <name4> )	<name1> = <name2> . rsplit ( <name2> )
<val4> 以上 <val3> 未満の数が並んだリスト	[ i for i in range ( <val4> , <val3> ) ]	<name1> = <name2> . rsplit ( <name2> )
<name1> の逆正弦を算出する	math . asin ( <name1> )	<name1> = <name2> . rsplit ( <name2> )
もし <name4> が <name6> より大きくないならば	if not <name4> > <name6> :	<name1> = <name2> . rsplit ( <name2> )
<val2> 以上 <val4> 未満の数が並んだリストを <name3> とする	<name3> = [ i for i in range ( <val2> , <val4> ) ]	<name1> = <name2> . rsplit ( <name2> )
